"","face_PSC","object_PSC","integratedFO_PSC","subj","ROI","hemi"
"3662",0.5306,1.1159,0.65792,12,"LO","Left"
"3663",0.77516,1.8415,1.9494,12,"LO","Left"
"3664",0.47177,1.1545,1.1241,12,"LO","Left"
"3665",0.48874,1.2557,1.3098,12,"LO","Left"
"3666",0.72777,1.8356,0.74969,12,"LO","Left"
"3667",0.27552,0.87081,0.5226,12,"LO","Left"
"3668",0.078678,0.82144,0.9216,12,"LO","Left"
"3669",0.61544,1.1037,1.4304,12,"LO","Left"
"3670",-1.3132,0.40361,-0.23596,12,"LO","Left"
"3671",0.65397,1.5358,1.3837,12,"LO","Left"
"3672",0.19517,1.2237,1.1533,12,"LO","Left"
"3673",0.70063,2.9506,2.7183,12,"LO","Left"
"3674",6.7365,9.1217,7.5922,12,"LO","Left"
"3675",0.12369,0.24391,0.20185,12,"LO","Left"
"3676",1.3675,1.7271,1.3201,12,"LO","Left"
"3677",-0.10254,0.66352,0.60363,12,"LO","Left"
"3678",0.58683,1.0004,0.88706,12,"LO","Left"
"3679",2.7081,2.8078,3.7417,12,"LO","Left"
"3680",-0.40001,-0.35449,-0.47972,12,"LO","Left"
"3681",1.053,2.516,2.5008,12,"LO","Left"
"3682",6.1372,12.62,10.9859,12,"LO","Left"
"3683",0.80706,0.92347,0.63013,12,"LO","Left"
"3684",0.73666,3.4158,3.2988,12,"LO","Left"
"3685",-1.0524,-0.77821,-0.32718,12,"LO","Left"
"3686",6.1365,10.1925,8.4858,12,"LO","Left"
"3687",-0.26703,0.34208,0.82007,12,"LO","Left"
"3688",2.2106,5.7951,5.115,12,"LO","Left"
"3689",1.1748,2.2958,2.1228,12,"LO","Left"
"3690",5.8652,12.0343,9.6088,12,"LO","Left"
"3691",2.7345,3.3572,3.7,12,"LO","Right"
"3692",2.8657,3.6818,3.4838,12,"LO","Right"
"3693",0.53661,0.75259,0.84582,12,"LO","Right"
"3694",-0.51206,0.0059934,0.057822,12,"LO","Right"
"3695",2.1643,1.8035,0.89758,12,"LO","Right"
"3696",3.7297,2.5419,2.3409,12,"LO","Right"
"3697",1.8226,0.4797,0.70276,12,"LO","Right"
"3698",2.8975,2.4569,1.6735,12,"LO","Right"
"3699",0.55939,1.8824,0.74153,12,"LO","Right"
"3700",-0.41239,-1.2028,-1.6195,12,"LO","Right"
"3701",-0.62665,-0.34841,-0.85957,12,"LO","Right"
"3702",-0.08906,0.83752,0.58887,12,"LO","Right"
"3703",0.37462,0.95627,0.45827,12,"LO","Right"
"3704",0.58923,0.58091,-0.13195,12,"LO","Right"
"3705",1.5431,2.508,1.4486,12,"LO","Right"
"3706",1.3119,2.2044,1.4174,12,"LO","Right"
"3707",0.37389,1.4601,1.3992,12,"LO","Right"
"3708",1.4185,2.7365,2.4821,12,"LO","Right"
"3709",2.856,3.2092,2.5011,12,"LO","Right"
"3710",0.73218,1.4894,1.4315,12,"LO","Right"
"3711",0.35981,0.98564,0.55644,12,"LO","Right"
"3712",0.11701,0.8151,0.72849,12,"LO","Right"
"3713",-0.37394,0.79637,-0.23819,12,"LO","Right"
"3714",0.62428,1.0222,1.2404,12,"LO","Right"
"3715",0.47627,0.80371,1.0269,12,"LO","Right"
"3716",0.69561,0.90571,0.8102,12,"LO","Right"
"3717",0.81004,-0.12567,0.33708,12,"LO","Right"
"3718",-0.3689,0.12356,-0.1793,12,"LO","Right"
"3719",0.58837,0.49039,0.92261,12,"LO","Right"
"3720",0.19894,0.98986,0.99337,12,"LO","Right"
"3721",1.4269,0.0095302,1.3065,13,"FFA","Left"
"3722",1.2522,0.28002,1.2052,13,"FFA","Left"
"3723",7.9325,2.5717,9.24,13,"FFA","Left"
"3724",1.9021,-0.084175,0.4059,13,"FFA","Left"
"3725",1.811,0.85445,1.9986,13,"FFA","Left"
"3726",0.76436,-0.1992,0.82851,13,"FFA","Left"
"3727",0.73491,0.45372,1.96,13,"FFA","Left"
"3728",2.3322,0.46792,1.761,13,"FFA","Left"
"3729",3.6933,1.8028,3.509,13,"FFA","Left"
"3730",3.1321,0.9691,3.5469,13,"FFA","Left"
"3731",0.58137,1.0904,1.1531,13,"FFA","Left"
"3732",2.4353,0.32972,2.6126,13,"FFA","Left"
"3733",1.8792,0.79304,1.5043,13,"FFA","Left"
"3734",5.1287,1.3894,4.3031,13,"FFA","Left"
"3735",3.418,1.2778,2.2549,13,"FFA","Left"
"3736",3.6483,1.6811,2.2792,13,"FFA","Left"
"3737",6.7026,1.7224,5.4655,13,"FFA","Left"
"3738",5.4429,2.2301,5.1016,13,"FFA","Left"
"3739",3.1041,0.12669,1.8374,13,"FFA","Left"
"3740",3.5837,0.86897,3.4077,13,"FFA","Left"
"3741",6.3081,1.3656,6.6523,13,"FFA","Left"
"3742",3.9309,0.44596,3.3639,13,"FFA","Left"
"3743",3.6941,-0.10862,3.9706,13,"FFA","Left"
"3744",1.5474,0.62512,1.4596,13,"FFA","Left"
"3745",1.6813,0.38357,2.2818,13,"FFA","Left"
"3746",0.45199,0.60507,1.7709,13,"FFA","Left"
"3747",1.5451,0.17309,1.757,13,"FFA","Left"
"3748",2.9382,-0.46267,3.843,13,"FFA","Left"
"3749",3.0543,0.5681,2.3893,13,"FFA","Left"
"3750",2.6153,0.006101,2.3507,13,"FFA","Left"
"3751",4.9451,2.3139,4.7021,13,"FFA","Right"
"3752",3.3053,1.8048,4.2282,13,"FFA","Right"
"3753",1.1929,-0.35764,2.1121,13,"FFA","Right"
"3754",1.8076,0.58746,0.71516,13,"FFA","Right"
"3755",1.7699,-0.22853,1.5621,13,"FFA","Right"
"3756",0.88706,0.3477,1.852,13,"FFA","Right"
"3757",2.4631,-0.30448,2.2822,13,"FFA","Right"
"3758",-0.88881,-0.60779,0.10029,13,"FFA","Right"
"3759",7.1076,3.9567,7.4234,13,"FFA","Right"
"3760",1.3468,0.63931,2.1992,13,"FFA","Right"
"3761",0.44679,0.052387,1.4163,13,"FFA","Right"
"3762",1.4344,-0.10129,1.2826,13,"FFA","Right"
"3763",2.0361,1.1343,2.5513,13,"FFA","Right"
"3764",0.31648,0.34278,2.3277,13,"FFA","Right"
"3765",0.99376,0.50274,0.73669,13,"FFA","Right"
"3766",0.20387,0.41621,0.82254,13,"FFA","Right"
"3767",4.6375,0.96033,3.0778,13,"FFA","Right"
"3768",-0.59146,-1.5328,-0.38293,13,"FFA","Right"
"3769",6.6335,1.9616,7.5272,13,"FFA","Right"
"3770",17.3128,5.4956,15.5678,13,"FFA","Right"
"3771",1.9908,-1.0351,2.6905,13,"FFA","Right"
"3772",12.5624,6.7137,14.311,13,"FFA","Right"
"3773",4.7433,1.3883,3.9697,13,"FFA","Right"
"3774",0.99756,-0.63768,-0.43996,13,"FFA","Right"
"3775",1.6592,0.54387,0.80224,13,"FFA","Right"
"3776",1.4409,-0.015079,1.9187,13,"FFA","Right"
"3777",0.33649,-0.098735,0.00062506,13,"FFA","Right"
"3778",3.3768,1.8065,4.5866,13,"FFA","Right"
"3779",3.2179,0.54037,1.7842,13,"FFA","Right"
"3780",2.9527,0.53441,2.0203,13,"FFA","Right"
"3781",5.2412,4.2445,5.1122,13,"FBA","Left"
"3782",-2.3155,-0.69451,-0.096199,13,"FBA","Left"
"3783",-0.23239,1.6075,0.75109,13,"FBA","Left"
"3784",8.0847,1.3323,4.5297,13,"FBA","Left"
"3785",1.7126,0.89028,0.9347,13,"FBA","Left"
"3786",3.5685,1.7203,2.7667,13,"FBA","Left"
"3787",0.70419,0.2877,0.39211,13,"FBA","Left"
"3788",0.13447,-0.13006,1.0813,13,"FBA","Left"
"3789",-0.36709,0.71379,1.2743,13,"FBA","Left"
"3790",0.055383,-2.2202,0.07019,13,"FBA","Left"
"3791",0.14219,-0.6874,-0.013555,13,"FBA","Left"
"3792",-0.15913,-0.50676,0.64233,13,"FBA","Left"
"3793",0.5036,0.41594,-0.032524,13,"FBA","Left"
"3794",-0.63806,-0.27538,-0.046553,13,"FBA","Left"
"3795",0.064843,-0.098429,0.47672,13,"FBA","Left"
"3796",0.58448,1.1087,2.0317,13,"FBA","Left"
"3797",-0.68629,-0.80007,0.77544,13,"FBA","Left"
"3798",1.0965,-0.10805,-0.21106,13,"FBA","Left"
"3799",1.8342,1.4695,2.5731,13,"FBA","Left"
"3800",0.2751,-0.14525,0.58612,13,"FBA","Left"
"3801",1.2709,0.43118,0.6542,13,"FBA","Left"
"3802",0.35926,-0.07395,0.053807,13,"FBA","Left"
"3803",1.2805,1.6266,1.9295,13,"FBA","Left"
"3804",2.7937,2.7351,3.8007,13,"FBA","Left"
"3805",1.6447,2.9753,2.3365,13,"FBA","Left"
"3806",4.1128,2.4853,4.1662,13,"FBA","Left"
"3807",2.3276,0.043691,2.1411,13,"FBA","Left"
"3808",2.3362,1.6801,1.5267,13,"FBA","Left"
"3809",3.7165,3.2565,3.7851,13,"FBA","Left"
"3810",2.8236,2.0221,2.5104,13,"FBA","Left"
"3811",-0.16146,1.093,1.175,13,"FBA","Right"
"3812",1.1051,1.121,2.6943,13,"FBA","Right"
"3813",0.99591,1.6364,0.70598,13,"FBA","Right"
"3814",0.28042,0.59966,1.2665,13,"FBA","Right"
"3815",-1.1003,-0.60771,-0.037744,13,"FBA","Right"
"3816",2.1332,0.93364,3.5012,13,"FBA","Right"
"3817",0.6356,0.26948,-1.0768,13,"FBA","Right"
"3818",0.514,-1.4155,0.2086,13,"FBA","Right"
"3819",1.329,1.2815,2.373,13,"FBA","Right"
"3820",0.35075,0.7568,1.579,13,"FBA","Right"
"3821",1.564,0.94075,1.9497,13,"FBA","Right"
"3822",1.5875,1.4568,2.6057,13,"FBA","Right"
"3823",-0.50226,-0.27786,-0.068754,13,"FBA","Right"
"3824",0.2712,0.33886,0.68717,13,"FBA","Right"
"3825",-0.091916,-0.40947,0.2255,13,"FBA","Right"
"3826",-1.4771,-1.751,-0.038428,13,"FBA","Right"
"3827",1.1254,0.38703,0.57771,13,"FBA","Right"
"3828",1.1698,2.3091,2.6119,13,"FBA","Right"
"3829",1.2817,1.8679,1.9794,13,"FBA","Right"
"3830",1.318,0.49296,0.99054,13,"FBA","Right"
"3831",3.9926,3.2471,3.0355,13,"FBA","Right"
"3832",1.5845,0.42673,1.7661,13,"FBA","Right"
"3833",-0.2479,0.32055,0.18766,13,"FBA","Right"
"3834",1.2179,0.36821,0.35528,13,"FBA","Right"
"3835",0.58096,0.19597,0.65134,13,"FBA","Right"
"3836",1.6955,2.0523,1.2117,13,"FBA","Right"
"3837",1.8577,0.95988,1.6914,13,"FBA","Right"
"3838",1.4844,1.3113,1.1739,13,"FBA","Right"
"3839",0.89989,0.30826,0.76336,13,"FBA","Right"
"3840",1.5507,-0.59717,-0.012121,13,"FBA","Right"
"3841",-0.54584,-0.44677,-0.84489,13,"medial_obj","Left"
"3842",0.057705,1.9771,0.65298,13,"medial_obj","Left"
"3843",0.38608,9.368,5.3537,13,"medial_obj","Left"
"3844",-0.52885,0.24891,-0.0013253,13,"medial_obj","Left"
"3845",0.52269,3.8036,1.8993,13,"medial_obj","Left"
"3846",0.55506,9.886,5.1912,13,"medial_obj","Left"
"3847",-0.11025,1.611,-0.34284,13,"medial_obj","Left"
"3848",-0.013652,5.3104,2.4647,13,"medial_obj","Left"
"3849",3.0452,7.7809,3.5151,13,"medial_obj","Left"
"3850",0.90936,5.1131,4.2004,13,"medial_obj","Left"
"3851",-1.2085,2.2476,1.8292,13,"medial_obj","Left"
"3852",0.32371,0.82283,0.75006,13,"medial_obj","Left"
"3853",0.26053,3.1426,2.3744,13,"medial_obj","Left"
"3854",-0.057913,0.52759,-0.073652,13,"medial_obj","Left"
"3855",-0.75108,1.5721,-0.24666,13,"medial_obj","Left"
"3856",0.61263,3.6675,0.87127,13,"medial_obj","Left"
"3857",-0.55232,4.2261,3.0862,13,"medial_obj","Left"
"3858",-0.15934,6.3253,4.3314,13,"medial_obj","Left"
"3859",-3.7068,5.3437,3.187,13,"medial_obj","Left"
"3860",-0.064828,1.766,1.71,13,"medial_obj","Left"
"3861",-1.5058,5.1031,2.3014,13,"medial_obj","Left"
"3862",-3.3197,7.324,1.9605,13,"medial_obj","Left"
"3863",-0.75927,4.2946,1.2642,13,"medial_obj","Left"
"3864",-0.3042,4.3519,2.5577,13,"medial_obj","Left"
"3865",-2.8466,7.9035,4.4628,13,"medial_obj","Left"
"3866",-1.2842,6.4252,3.1812,13,"medial_obj","Left"
"3867",-0.42026,3.3718,2.4359,13,"medial_obj","Left"
"3868",-0.23897,4.686,3.2239,13,"medial_obj","Left"
"3869",0.08984,2.22,1.8089,13,"medial_obj","Left"
"3870",-0.66505,3.0594,3.2766,13,"medial_obj","Left"
"3871",-0.94768,3.8721,3.1206,13,"medial_obj","Right"
"3872",0.84406,2.3165,2.0299,13,"medial_obj","Right"
"3873",0.21965,1.8541,1.4538,13,"medial_obj","Right"
"3874",1.3497,0.17052,0.57476,13,"medial_obj","Right"
"3875",-0.87011,3.6455,1.5046,13,"medial_obj","Right"
"3876",1.0702,2.4502,2.5656,13,"medial_obj","Right"
"3877",0.65943,3.0386,0.58237,13,"medial_obj","Right"
"3878",0.30283,2.2421,0.3542,13,"medial_obj","Right"
"3879",2.6561,2.9559,3.5293,13,"medial_obj","Right"
"3880",3.1141,2.7658,3.2621,13,"medial_obj","Right"
"3881",1.5526,1.2807,0.27764,13,"medial_obj","Right"
"3882",-1.1075,3.1501,0.22274,13,"medial_obj","Right"
"3883",-0.37769,-0.59654,-0.96171,13,"medial_obj","Right"
"3884",0.28623,0.22512,-0.23466,13,"medial_obj","Right"
"3885",-0.43098,-0.6929,-0.67031,13,"medial_obj","Right"
"3886",-0.67308,1.9678,1.5054,13,"medial_obj","Right"
"3887",-0.33133,1.6167,-0.27824,13,"medial_obj","Right"
"3888",-0.5884,1.1792,-0.54503,13,"medial_obj","Right"
"3889",-0.50501,0.48141,-0.91248,13,"medial_obj","Right"
"3890",-1.0304,1.3649,0.37842,13,"medial_obj","Right"
"3891",-0.3542,1.315,1.562,13,"medial_obj","Right"
"3892",0.56488,0.493,0.57655,13,"medial_obj","Right"
"3893",0.68901,1.376,1.1422,13,"medial_obj","Right"
"3894",0.64955,0.27654,0.24293,13,"medial_obj","Right"
"3895",0.70493,0.4155,-0.11395,13,"medial_obj","Right"
"3896",1.0344,1.0819,0.24699,13,"medial_obj","Right"
"3897",0.29568,0.63492,0.054806,13,"medial_obj","Right"
"3898",0.17289,1.2806,-0.46093,13,"medial_obj","Right"
"3899",0.32048,1.2556,1.6367,13,"medial_obj","Right"
"3900",0.54883,3.6887,1.3583,13,"medial_obj","Right"
"3901",2.6469,-0.54044,0.61889,13,"OFA","Left"
"3902",2.7311,-0.68014,0.70716,13,"OFA","Left"
"3903",2.6553,1.3155,0.94478,13,"OFA","Left"
"3904",0.83787,-0.34267,-0.25014,13,"OFA","Left"
"3905",1.276,-1.1403,-1.4417,13,"OFA","Left"
"3906",0.76182,0.58672,0.99709,13,"OFA","Left"
"3907",3.1021,1.8579,3.2413,13,"OFA","Left"
"3908",4.8647,0.52024,4.7849,13,"OFA","Left"
"3909",2.2017,-1.6231,0.85248,13,"OFA","Left"
"3910",3.4361,0.96865,3.269,13,"OFA","Left"
"3911",3.7763,0.15522,3.3383,13,"OFA","Left"
"3912",2.429,0.29662,3.0385,13,"OFA","Left"
"3913",-1.1804,-1.4615,-1.522,13,"OFA","Left"
"3914",1.7375,1.24,1.9417,13,"OFA","Left"
"3915",1.3004,0.14011,0.81887,13,"OFA","Left"
"3916",5.0856,2.2191,4.9636,13,"OFA","Left"
"3917",22.3778,15.744,24.3128,13,"OFA","Left"
"3918",1.9352,0.92274,2.8315,13,"OFA","Left"
"3919",1.7819,-0.21432,1.7658,13,"OFA","Left"
"3920",5.7767,1.7991,4.3432,13,"OFA","Left"
"3921",3.9907,1.0859,3.3158,13,"OFA","Left"
"3922",-0.44786,-0.26033,-0.10096,13,"OFA","Left"
"3923",3.3571,1.3794,2.8911,13,"OFA","Left"
"3924",8.154,2.7622,7.0336,13,"OFA","Left"
"3925",3.4324,0.37918,3.217,13,"OFA","Left"
"3926",8.3553,4.4017,8.315,13,"OFA","Left"
"3927",4.6475,2.1066,4.3756,13,"OFA","Left"
"3928",2.9509,0.66394,2.5717,13,"OFA","Left"
"3929",1.7754,1.423,1.6184,13,"OFA","Left"
"3930",3.0476,1.2047,2.4778,13,"OFA","Left"
"3931",2.2582,0.39963,2.2355,13,"OFA","Right"
"3932",1.0533,0.00065902,1.5976,13,"OFA","Right"
"3933",3.1203,0.53202,3.412,13,"OFA","Right"
"3934",2.4375,0.90406,1.9263,13,"OFA","Right"
"3935",2.3582,-0.026035,1.9473,13,"OFA","Right"
"3936",6.6909,0.26904,7.507,13,"OFA","Right"
"3937",5.1424,0.91422,4.0416,13,"OFA","Right"
"3938",2.9874,1.1013,3.102,13,"OFA","Right"
"3939",1.9259,0.063834,2.0944,13,"OFA","Right"
"3940",2.2466,0.61079,2.7666,13,"OFA","Right"
"3941",0.15473,-0.055245,1.0366,13,"OFA","Right"
"3942",4.105,0.42219,3.8676,13,"OFA","Right"
"3943",2.896,0.024518,3.3681,13,"OFA","Right"
"3944",3.1017,1.1534,3.4219,13,"OFA","Right"
"3945",5.5392,0.54261,5.3173,13,"OFA","Right"
"3946",12.004,0.45195,11.3824,13,"OFA","Right"
"3947",4.5,1.286,4.3504,13,"OFA","Right"
"3948",6.2794,1.3516,7.3336,13,"OFA","Right"
"3949",8.2294,0.85979,8.752,13,"OFA","Right"
"3950",8.8246,0.49561,8.7203,13,"OFA","Right"
"3951",4.8653,0.81062,4.6113,13,"OFA","Right"
"3952",1.8413,0.29771,1.8644,13,"OFA","Right"
"3953",1.4915,0.0386,2.1383,13,"OFA","Right"
"3954",0.1219,-0.46278,0.51122,13,"OFA","Right"
"3955",1.8451,0.38829,1.7413,13,"OFA","Right"
"3956",0.97365,0.68069,1.737,13,"OFA","Right"
"3957",0.29672,-0.018917,1.2195,13,"OFA","Right"
"3958",1.47,0.36841,1.5275,13,"OFA","Right"
"3959",0.26884,0.18557,1.1723,13,"OFA","Right"
"3960",1.6525,-0.804,1.8239,13,"OFA","Right"
"3961",0.61145,-0.60688,0.81712,13,"EBA","Left"
"3962",0.70519,0.61142,1.4467,13,"EBA","Left"
"3963",-1.4592,-1.5589,-0.55004,13,"EBA","Left"
"3964",1.9819,1.8774,2.1666,13,"EBA","Left"
"3965",1.3251,-1.7336,1.3884,13,"EBA","Left"
"3966",1.0896,1.2974,1.0153,13,"EBA","Left"
"3967",0.49042,0.51437,0.40736,13,"EBA","Left"
"3968",0.011617,0.035259,-0.13666,13,"EBA","Left"
"3969",-0.01154,0.27672,0.3099,13,"EBA","Left"
"3970",0.38792,0.13952,1.2209,13,"EBA","Left"
"3971",-0.15368,-0.7208,0.70326,13,"EBA","Left"
"3972",-2.545,-1.694,-1.6159,13,"EBA","Left"
"3973",5.0233,4.5717,4.7323,13,"EBA","Left"
"3974",-0.27411,-0.57613,-0.46694,13,"EBA","Left"
"3975",1.5819,0.60336,1.6512,13,"EBA","Left"
"3976",0.4082,0.34452,0.88871,13,"EBA","Left"
"3977",0.1705,0.50994,0.38068,13,"EBA","Left"
"3978",-1.686,-0.0021836,-0.76992,13,"EBA","Left"
"3979",2.6866,1.6861,2.1396,13,"EBA","Left"
"3980",1.4795,0.44455,0.64789,13,"EBA","Left"
"3981",0.40268,0.82486,1.0719,13,"EBA","Left"
"3982",-0.68504,-0.38874,-0.42012,13,"EBA","Left"
"3983",-0.28814,-0.55824,-0.11336,13,"EBA","Left"
"3984",0.46242,0.53772,0.48222,13,"EBA","Left"
"3985",0.49113,0.38837,0.11744,13,"EBA","Left"
"3986",0.97558,0.6443,1.3329,13,"EBA","Left"
"3987",0.84168,0.11086,1.5854,13,"EBA","Left"
"3988",0.70106,0.3027,0.66226,13,"EBA","Left"
"3989",2.8929,2.0047,3.0383,13,"EBA","Left"
"3990",2.8203,1.7509,3.0468,13,"EBA","Left"
"3991",0.27468,-0.0027357,0.65691,13,"EBA","Right"
"3992",0.25073,0.4715,0.26968,13,"EBA","Right"
"3993",2.2719,1.2323,1.2934,13,"EBA","Right"
"3994",1.7614,0.76663,1.14,13,"EBA","Right"
"3995",0.82964,0.46774,-0.27473,13,"EBA","Right"
"3996",3.3068,3.3618,2.0469,13,"EBA","Right"
"3997",3.5775,1.7465,4.4645,13,"EBA","Right"
"3998",2.4355,0.75316,2.0432,13,"EBA","Right"
"3999",0.63136,0.93719,0.9712,13,"EBA","Right"
"4000",-0.33549,0.11056,0.49234,13,"EBA","Right"
"4001",-0.63946,-0.79863,-0.74445,13,"EBA","Right"
"4002",-0.15271,-0.20886,-0.2888,13,"EBA","Right"
"4003",3.6066,1.1998,3.6145,13,"EBA","Right"
"4004",3.9869,2.0621,4.0291,13,"EBA","Right"
"4005",4.2038,2.494,4.6382,13,"EBA","Right"
"4006",1.6053,1.1747,1.7427,13,"EBA","Right"
"4007",-0.57302,0.24762,-0.49311,13,"EBA","Right"
"4008",-0.037504,0.38605,0.49977,13,"EBA","Right"
"4009",-0.95727,-0.85658,-1.0422,13,"EBA","Right"
"4010",-0.0012535,0.51794,0.58204,13,"EBA","Right"
"4011",-2.1596,-2.5674,-2.8285,13,"EBA","Right"
"4012",-0.18069,-1.0582,1.1992,13,"EBA","Right"
"4013",0.64147,0.014898,0.51992,13,"EBA","Right"
"4014",1.0819,0.38169,1.6744,13,"EBA","Right"
"4015",-0.62915,-2.9934,-0.61213,13,"EBA","Right"
"4016",1.0363,-0.4532,1.3268,13,"EBA","Right"
"4017",0.97885,0.41871,0.79585,13,"EBA","Right"
"4018",0.20198,0.087944,1.3254,13,"EBA","Right"
"4019",-1.514,-1.1792,-0.11863,13,"EBA","Right"
"4020",-0.2422,-0.52082,0.25176,13,"EBA","Right"
"4021",1.7691,1.0686,0.83803,13,"LO","Left"
"4022",-6.2967,-3.1534,-6.5306,13,"LO","Left"
"4023",-1.6083,4.2898,-0.44936,13,"LO","Left"
"4024",0.091439,0.69126,0.32119,13,"LO","Left"
"4025",0.30151,3.2765,0.78664,13,"LO","Left"
"4026",0.53656,3.8758,2.9874,13,"LO","Left"
"4027",-0.81603,0.74184,-0.099604,13,"LO","Left"
"4028",-0.59962,0.16202,-0.13133,13,"LO","Left"
"4029",0.93239,2.9413,1.5832,13,"LO","Left"
"4030",3.7322,6.7464,4.0997,13,"LO","Left"
"4031",3.3912,4.6599,3.5566,13,"LO","Left"
"4032",0.18394,0.14101,0.52392,13,"LO","Left"
"4033",0.84013,1.9644,1.4979,13,"LO","Left"
"4034",0.92764,0.94914,1.9492,13,"LO","Left"
"4035",3.238,3.64,3.7102,13,"LO","Left"
"4036",1.1059,1.7602,1.4752,13,"LO","Left"
"4037",-0.037587,1.0971,1.5372,13,"LO","Left"
"4038",2.2683,3.1732,2.9103,13,"LO","Left"
"4039",3.2179,6.6371,4.0178,13,"LO","Left"
"4040",5.5434,14.9497,7.269,13,"LO","Left"
"4041",2.2268,3.8975,2.7055,13,"LO","Left"
"4042",4.2053,8.6158,5.2333,13,"LO","Left"
"4043",1.8248,4.022,2.5233,13,"LO","Left"
"4044",5.3295,9.9704,6.7069,13,"LO","Left"
"4045",3.5262,7.867,4.5664,13,"LO","Left"
"4046",0.6627,1.6139,1.5438,13,"LO","Left"
"4047",-0.053661,0.18785,0.8244,13,"LO","Left"
"4048",1.105,2.9968,2.589,13,"LO","Left"
"4049",-0.49804,0.7531,-0.22763,13,"LO","Left"
"4050",-0.3216,0.65969,0.49528,13,"LO","Left"
"4051",2.3941,4.4636,3.8876,13,"LO","Right"
"4052",0.29657,4.6653,4.2951,13,"LO","Right"
"4053",0.46569,1.1771,0.8226,13,"LO","Right"
"4054",0.11984,1.4453,0.27687,13,"LO","Right"
"4055",0.21936,1.0408,0.46838,13,"LO","Right"
"4056",1.707,6.5499,3.9709,13,"LO","Right"
"4057",1.3487,5.7606,2.2494,13,"LO","Right"
"4058",2.3573,3.6234,2.2377,13,"LO","Right"
"4059",2.6499,3.772,2.423,13,"LO","Right"
"4060",4.34,5.3881,3.7568,13,"LO","Right"
"4061",-2.7542,0.46464,-0.70346,13,"LO","Right"
"4062",-0.99105,1.1919,0.27118,13,"LO","Right"
"4063",-0.7827,1.9869,0.62026,13,"LO","Right"
"4064",0.64749,2.6307,1.5785,13,"LO","Right"
"4065",-1.4945,1.5873,-0.46765,13,"LO","Right"
"4066",0.59234,1.1954,0.74267,13,"LO","Right"
"4067",0.44868,1.8,1.1656,13,"LO","Right"
"4068",1.1826,3.4572,2.4062,13,"LO","Right"
"4069",2.3327,3.3183,1.5949,13,"LO","Right"
"4070",1.1119,2.3752,1.2282,13,"LO","Right"
"4071",-0.0040872,0.72916,0.67357,13,"LO","Right"
"4072",0.1073,1.5342,0.45284,13,"LO","Right"
"4073",3.0659,6.9185,4.3681,13,"LO","Right"
"4074",0.79569,2.4789,1.5668,13,"LO","Right"
"4075",4.7151,11.8311,8.2685,13,"LO","Right"
"4076",5.3238,9.9519,7.9875,13,"LO","Right"
"4077",-0.048736,-0.12178,0.010469,13,"LO","Right"
"4078",2.3905,8.2871,4.5801,13,"LO","Right"
"4079",2.6583,6.4837,4.6775,13,"LO","Right"
"4080",0.052274,2.3181,0.9459,13,"LO","Right"
"4081",2.6162,2.5168,2.7671,14,"FFA","Left"
"4082",3.2237,2.2828,2.8275,14,"FFA","Left"
"4083",0.58234,0.046429,0.33692,14,"FFA","Left"
"4084",2.4147,1.5323,1.837,14,"FFA","Left"
"4085",6.8336,4.5206,7.4994,14,"FFA","Left"
"4086",2.7852,2.4461,3.3584,14,"FFA","Left"
"4087",2.3148,1.1655,1.5952,14,"FFA","Left"
"4088",11.8238,4.4313,10.417,14,"FFA","Left"
"4089",4.2141,1.9501,5.6423,14,"FFA","Left"
"4090",-1.3056,-1.2859,-1.7285,14,"FFA","Left"
"4091",0.42784,-1.5664,-1.3308,14,"FFA","Left"
"4092",2.2282,0.16547,2.3181,14,"FFA","Left"
"4093",4.5349,2.1243,3.3026,14,"FFA","Left"
"4094",0.84434,0.56103,0.77843,14,"FFA","Left"
"4095",1.5576,1.0757,1.7489,14,"FFA","Left"
"4096",1.4431,1.4059,2.2246,14,"FFA","Left"
"4097",1.4988,0.27496,0.93913,14,"FFA","Left"
"4098",0.96706,0.11743,-0.024484,14,"FFA","Left"
"4099",1.3474,0.67539,1.2006,14,"FFA","Left"
"4100",1.231,0.33706,0.90744,14,"FFA","Left"
"4101",4.1376,1.6429,3.539,14,"FFA","Left"
"4102",0.069476,-0.019354,0.35474,14,"FFA","Left"
"4103",-0.49119,-2.1694,-1.5795,14,"FFA","Left"
"4104",0.11601,-0.39668,-0.60242,14,"FFA","Left"
"4105",2.1051,0.96849,1.7633,14,"FFA","Left"
"4106",3.2599,1.5261,3.1024,14,"FFA","Left"
"4107",-0.16427,-1.0684,-1.2731,14,"FFA","Left"
"4108",0.29266,-0.83795,-0.84411,14,"FFA","Left"
"4109",1.5887,1.3615,1.622,14,"FFA","Left"
"4110",1.8814,2.3101,2.2193,14,"FFA","Left"
"4111",5.63,5.1984,8.1941,14,"FFA","Right"
"4112",4.588,2.679,4.835,14,"FFA","Right"
"4113",3.9902,2.0853,3.5549,14,"FFA","Right"
"4114",4.1153,3.843,5.0195,14,"FFA","Right"
"4115",9.3895,5.5351,9.4413,14,"FFA","Right"
"4116",19.2981,13.0034,19.4288,14,"FFA","Right"
"4117",10.8151,10.5315,12.2891,14,"FFA","Right"
"4118",8.5282,9.2257,9.8682,14,"FFA","Right"
"4119",8.6847,4.5566,7.0491,14,"FFA","Right"
"4120",19.334,13.8294,19.7931,14,"FFA","Right"
"4121",2.8169,0.76963,2.3317,14,"FFA","Right"
